GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,B18AA1990,B18AA2000,B18AB1990,B18AB2000,B18AC1990,B18AC2000,B18AD1990,B18AD2000,B18AE2000
"G5400530","West Virginia","54","540","Mason County","053","0530",24948,25533,112,130,26,47,92,101,146
"G5400470","West Virginia","54","540","McDowell County","047","0470",30407,23792,4754,3250,35,46,37,38,203
"G5400550","West Virginia","54","540","Mercer County","055","0550",60420,58295,4133,3668,88,122,339,362,533
"G5400570","West Virginia","54","540","Mineral County","057","0570",25866,26037,735,690,12,31,84,113,207
"G5400590","West Virginia","54","540","Mingo County","059","0590",32811,27233,823,661,21,68,84,81,210
"G5400610","West Virginia","54","540","Monongalia County","061","0610",71770,75500,1836,2763,125,162,1778,2307,1134
"G5400630","West Virginia","54","540","Monroe County","063","0630",12210,13514,159,872,25,33,12,30,134
"G5400650","West Virginia","54","540","Morgan County","065","0650",11985,14689,92,89,25,26,26,54,85
"G5400670","West Virginia","54","540","Nicholas County","067","0670",26670,26255,4,14,32,65,69,83,145
"G5400690","West Virginia","54","540","Ohio County","069","0690",48791,44820,1684,1691,31,42,365,444,430
"G5400710","West Virginia","54","540","Pendleton County","071","0710",7869,7896,167,174,1,22,17,41,63
"G5400730","West Virginia","54","540","Pleasants County","073","0730",7513,7386,17,36,8,35,8,20,37
"G5400750","West Virginia","54","540","Pocahontas County","075","0750",8920,8983,69,71,13,6,6,18,53
"G5400770","West Virginia","54","540","Preston County","077","0770",28896,28995,73,86,27,32,41,62,159
"G5400790","West Virginia","54","540","Putnam County","079","0790",42499,50542,127,287,50,80,159,376,304
"G5400810","West Virginia","54","540","Raleigh County","081","0810",70354,71006,5883,6753,101,147,481,680,634
"G5400830","West Virginia","54","540","Randolph County","083","0830",27444,27609,223,302,37,46,99,155,150
"G5400850","West Virginia","54","540","Ritchie County","085","0850",10211,10206,7,14,4,28,11,24,71
"G5400870","West Virginia","54","540","Roane County","087","0870",15056,15223,4,34,25,32,35,64,93
"G5400890","West Virginia","54","540","Summers County","089","0890",13344,12553,728,280,38,33,94,30,103
"G5400910","West Virginia","54","540","Taylor County","091","0910",14993,15779,96,134,18,31,37,43,102
"G5400930","West Virginia","54","540","Tucker County","093","0930",7703,7237,4,5,6,14,15,17,48
"G5400950","West Virginia","54","540","Tyler County","095","0950",9757,9530,4,2,16,5,19,12,43
"G5400970","West Virginia","54","540","Upshur County","097","0970",22631,22981,121,144,42,39,73,105,135
"G5400990","West Virginia","54","540","Wayne County","099","0990",41489,42382,19,54,73,99,55,129,239
"G5401010","West Virginia","54","540","Webster County","101","1010",10704,9639,3,1,8,7,14,8,64
"G5401030","West Virginia","54","540","Wetzel County","103","1030",19184,17502,16,15,12,17,46,66,93
"G5401050","West Virginia","54","540","Wirt County","105","1050",5184,5788,4,17,0,12,4,12,44
"G5401070","West Virginia","54","540","Wood County","107","1070",85569,85627,793,887,131,188,422,607,677
"G5401090","West Virginia","54","540","Wyoming County","109","1090",28673,25345,234,161,40,31,43,40,131
"G5500010","Wisconsin","55","550","Adams County","001","0010",15001,18201,375,50,125,110,181,127,155
"G5500010","Wisconsin","55","550","Adams County","001","0010",15001,18201,375,50,125,110,181,127,155
"G5500010","Wisconsin","55","550","Adams County","001","0010",15001,18201,375,50,125,110,181,127,155
"G5500030","Wisconsin","55","550","Ashland County","003","0030",14749,14690,17,36,1478,1745,63,110,285
"G5500050","Wisconsin","55","550","Barron County","005","0050",40346,43924,40,63,209,363,155,305,308
"G5500070","Wisconsin","55","550","Bayfield County","007","0070",12707,13280,29,20,1240,1409,32,81,223
"G5500090","Wisconsin","55","550","Brown County","009","0090",186621,206688,1012,2641,3869,5191,3092,9299,2959
"G5500110","Wisconsin","55","550","Buffalo County","011","0110",13521,13623,5,16,22,42,36,59,64
"G5500130","Wisconsin","55","550","Burnett County","013","0130",12497,14616,22,56,532,698,33,81,223
"G5500150","Wisconsin","55","550","Calumet County","015","0150",33910,39282,29,124,146,139,206,786,300
"G5500170","Wisconsin","55","550","Chippewa County","017","0170",51854,54006,31,89,150,176,325,593,331
"G5500190","Wisconsin","55","550","Clark County","019","0190",31437,32904,29,43,91,161,90,292,157
"G5500210","Wisconsin","55","550","Columbia County","021","0210",44469,50990,243,460,136,185,240,419,414
"G5500230","Wisconsin","55","550","Crawford County","023","0230",15791,16780,50,233,26,37,73,76,117
"G5500250","Wisconsin","55","550","Dane County","025","0250",344617,379447,10511,17069,1201,1404,10756,20986,7620
"G5500270","Wisconsin","55","550","Dodge County","027","0270",74700,81843,1142,2142,215,345,502,1065,502
"G5500290","Wisconsin","55","550","Door County","029","0290",25387,27356,29,53,178,183,96,175,194
"G5500310","Wisconsin","55","550","Douglas County","031","0310",40454,41273,170,246,805,786,329,370,612
"G5500330","Wisconsin","55","550","Dunn County","033","0330",34929,38294,172,135,95,107,713,1002,320
"G5500350","Wisconsin","55","550","Eau Claire County","035","0350",82202,88443,238,482,467,500,2276,2680,1037
"G5500370","Wisconsin","55","550","Florence County","037","0370",4562,4995,4,8,14,22,10,22,41
"G5500390","Wisconsin","55","550","Fond du Lac County","039","0390",88760,93562,257,876,297,371,769,1687,800
"G5500410","Wisconsin","55","550","Forest County","041","0410",7842,8607,127,118,780,1133,27,44,122
"G5500430","Wisconsin","55","550","Grant County","043","0430",48838,48719,76,259,76,64,274,305,250
"G5500450","Wisconsin","55","550","Green County","045","0450",30173,33021,23,86,51,70,92,217,253
"G5500470","Wisconsin","55","550","Green Lake County","047","0470",18386,18687,21,29,42,38,202,236,115
"G5500490","Wisconsin","55","550","Iowa County","049","0490",20093,22484,7,38,21,25,29,107,126
"G5500510","Wisconsin","55","550","Iron County","051","0510",6121,6743,1,6,25,41,6,16,55
"G5500530","Wisconsin","55","550","Jackson County","053","0530",15814,17109,47,433,674,1176,53,232,150
"G5500550","Wisconsin","55","550","Jefferson County","055","0550",66702,71309,189,210,176,249,716,1567,686
"G5500570","Wisconsin","55","550","Juneau County","057","0570",21307,23491,31,81,166,316,146,248,180
"G5500590","Wisconsin","55","550","Kenosha County","059","0590",119187,132193,5295,7600,472,564,3227,6362,2858
"G5500610","Wisconsin","55","550","Kewaunee County","061","0610",18766,19897,24,31,52,55,36,89,115
"G5500630","Wisconsin","55","550","La Crosse County","063","0630",94319,100883,438,1016,340,440,2807,3683,1098
"G5500650","Wisconsin","55","550","Lafayette County","065","0650",16009,15980,14,17,21,18,32,65,57
